time,sm_bank_20cm,sm_irr_10cm,temp_bank_20cm,temp_irr_10cm
2025-10-22 10:00:00,0.363,0.424,18.4,18.2
2025-10-22 11:00:00,0.363,0.424,17.9,17.9
2025-10-22 12:00:00,0.363,0.424,17.5,17.7
2025-10-22 13:00:00,0.363,0.424,17,17.5
2025-10-22 14:00:00,0.363,0.424,16.4,17.2
2025-10-22 15:00:00,0.363,0.425,15.8,16.8
2025-10-22 16:00:00,0.363,0.425,15.3,16.5
2025-10-22 17:00:00,0.363,0.426,14.8,16.1
2025-10-22 18:00:00,0.363,0.426,14.3,15.8
2025-10-22 19:00:00,0.363,0.426,13.9,15.5
2025-10-22 20:00:00,0.364,0.426,13.5,15.2
2025-10-22 21:00:00,0.364,0.427,13.1,15
2025-10-22 22:00:00,0.364,0.427,12.9,14.8
2025-10-22 23:00:00,0.364,0.427,13.2,14.9
2025-10-23 00:00:00,0.363,0.427,14.1,15.2
2025-10-23 01:00:00,0.362,0.426,16,15.9
2025-10-23 02:00:00,0.36,0.425,18.1,16.9
2025-10-23 03:00:00,0.359,0.424,20.1,18.1
2025-10-23 04:00:00,0.357,0.423,21.4,19.2
2025-10-23 05:00:00,0.356,0.422,22.2,19.9
2025-10-23 06:00:00,0.355,0.421,22.5,20.2
2025-10-23 07:00:00,0.355,0.421,22.1,20.1
2025-10-23 08:00:00,0.355,0.421,21.2,19.7
2025-10-23 09:00:00,0.355,0.421,20.2,19.2
2025-10-23 10:00:00,0.355,0.421,19.1,18.7
2025-10-23 11:00:00,0.355,0.421,18.2,18.2
2025-10-23 12:00:00,0.355,0.422,17.4,17.7
2025-10-23 13:00:00,0.355,0.422,16.7,17.2
2025-10-23 14:00:00,0.355,0.422,16,16.8
2025-10-23 15:00:00,0.355,0.423,15.4,16.5
2025-10-23 16:00:00,0.356,0.423,14.9,16.1
2025-10-23 17:00:00,0.356,0.423,14.5,15.8
2025-10-23 18:00:00,0.356,0.424,14,15.5
2025-10-23 19:00:00,0.356,0.424,13.7,15.3
2025-10-23 20:00:00,0.356,0.424,13.5,15.1
2025-10-23 21:00:00,0.356,0.424,13.1,15
2025-10-23 22:00:00,0.356,0.425,12.9,14.8
2025-10-23 23:00:00,0.356,0.425,13.1,14.8
2025-10-24 00:00:00,0.356,0.424,14,15.1
2025-10-24 01:00:00,0.355,0.424,15.7,15.8
2025-10-24 02:00:00,0.353,0.423,17.7,16.8
2025-10-24 03:00:00,0.352,0.42,19.7,17.9
2025-10-24 04:00:00,0.35,0.418,21.4,19.1
2025-10-24 05:00:00,0.349,0.418,22.6,19.9
2025-10-24 06:00:00,0.348,0.417,22.9,20.3
2025-10-24 07:00:00,0.348,0.417,22.4,20.2
2025-10-24 08:00:00,0.348,0.417,21.5,19.9
2025-10-24 09:00:00,0.348,0.417,20.4,19.3
2025-10-24 10:00:00,0.348,0.417,19.3,18.8
2025-10-24 11:00:00,0.348,0.418,18.5,18.3
2025-10-24 12:00:00,0.348,0.417,17.9,17.9
2025-10-24 13:00:00,0.348,0.417,17.2,17.6
2025-10-24 14:00:00,0.348,0.417,16.6,17.2
2025-10-24 15:00:00,0.349,0.418,16.1,16.9
2025-10-24 16:00:00,0.349,0.418,15.8,16.7
2025-10-24 17:00:00,0.349,0.418,15.6,16.5
2025-10-24 18:00:00,0.349,0.418,15.3,16.4
2025-10-24 19:00:00,0.349,0.418,15.1,16.2
2025-10-24 20:00:00,0.349,0.418,15,16.2
2025-10-24 21:00:00,0.349,0.419,14.8,16
2025-10-24 22:00:00,0.349,0.419,14.7,16
2025-10-24 23:00:00,0.349,0.419,14.8,16
2025-10-25 00:00:00,0.349,0.419,15.2,16.2
2025-10-25 01:00:00,0.348,0.418,16.1,16.6
2025-10-25 02:00:00,0.348,0.418,17.1,17.2
2025-10-25 03:00:00,0.347,0.417,18.4,17.9
2025-10-25 04:00:00,0.346,0.417,19.8,18.7
2025-10-25 05:00:00,0.345,0.416,20.4,19.1
2025-10-25 06:00:00,0.344,0.416,21,19.3
2025-10-25 07:00:00,0.343,0.416,21,19.4
2025-10-25 08:00:00,0.343,0.416,20.2,19
2025-10-25 09:00:00,0.343,0.416,19.1,18.4
2025-10-25 10:00:00,0.344,0.416,18,17.8
2025-10-25 11:00:00,0.344,0.417,17.1,17.3
2025-10-25 12:00:00,0.344,0.417,16.3,16.8
2025-10-25 13:00:00,0.344,0.418,15.7,16.5
2025-10-25 14:00:00,0.344,0.418,15.2,16.2
2025-10-25 15:00:00,0.344,0.418,14.8,16
2025-10-25 16:00:00,0.345,0.418,14.6,15.8
2025-10-25 17:00:00,0.345,0.419,14.4,15.7
2025-10-25 18:00:00,0.345,0.419,14.3,15.6
2025-10-25 19:00:00,0.345,0.419,14.2,15.6
2025-10-25 20:00:00,0.345,0.419,14.1,15.5
2025-10-25 21:00:00,0.345,0.419,14,15.5
2025-10-25 22:00:00,0.345,0.419,13.9,15.4
2025-10-25 23:00:00,0.345,0.419,14,15.4
2025-10-26 00:00:00,0.345,0.419,14.4,15.6
2025-10-26 01:00:00,0.344,0.418,15.6,16.1
2025-10-26 02:00:00,0.343,0.418,17.2,16.7
2025-10-26 03:00:00,0.342,0.417,18.6,17.5
2025-10-26 04:00:00,0.341,0.416,19.5,18.2
2025-10-26 05:00:00,0.34,0.416,19,18.2
2025-10-26 06:00:00,0.34,0.416,18.5,17.9
2025-10-26 07:00:00,0.34,0.416,18.5,17.9
2025-10-26 08:00:00,0.341,0.417,18.2,17.8
2025-10-26 09:00:00,0.341,0.417,17.4,17.5
2025-10-26 10:00:00,0.341,0.417,16.7,17.1
2025-10-26 11:00:00,0.342,0.417,16.1,16.7
2025-10-26 12:00:00,0.342,0.418,15.5,16.4
2025-10-26 13:00:00,0.343,0.418,14.9,16
2025-10-26 14:00:00,0.343,0.418,14.3,15.6
2025-10-26 15:00:00,0.343,0.419,13.8,15.2
2025-10-26 16:00:00,0.344,0.419,13.5,15
2025-10-26 17:00:00,0.344,0.419,13.5,15
2025-10-26 18:00:00,0.344,0.419,13.5,15
2025-10-26 19:00:00,0.344,0.419,13.2,14.9
2025-10-26 20:00:00,0.344,0.419,12.8,14.6
2025-10-26 21:00:00,0.345,0.42,12.3,14.3
2025-10-26 22:00:00,0.345,0.42,11.8,14
2025-10-26 23:00:00,0.345,0.421,11.7,13.8
2025-10-27 00:00:00,0.345,0.421,12.2,13.8
2025-10-27 01:00:00,0.344,0.42,13.4,14.2
2025-10-27 02:00:00,0.343,0.419,14.7,14.7
2025-10-27 03:00:00,0.342,0.419,15.9,15.4
2025-10-27 04:00:00,0.341,0.418,16.9,16
2025-10-27 05:00:00,0.34,0.417,17.7,16.4
2025-10-27 06:00:00,0.339,0.415,17.8,16.5
2025-10-27 07:00:00,0.339,0.415,17.2,16.2
2025-10-27 08:00:00,0.339,0.414,16.5,15.8
2025-10-27 09:00:00,0.339,0.414,15.5,15.3
2025-10-27 10:00:00,0.339,0.415,14.5,14.9
2025-10-27 11:00:00,0.339,0.415,13.8,14.5
2025-10-27 12:00:00,0.339,0.415,13.3,14.4
2025-10-27 13:00:00,0.339,0.416,12.8,14.1
2025-10-27 14:00:00,0.339,0.416,12.3,13.9
2025-10-27 15:00:00,0.34,0.416,11.8,13.6
2025-10-27 16:00:00,0.34,0.417,11.2,13.2
2025-10-27 17:00:00,0.341,0.417,10.6,12.9
2025-10-27 18:00:00,0.341,0.417,10,12.5
2025-10-27 19:00:00,0.341,0.417,9.7,12.3
2025-10-27 20:00:00,0.341,0.418,9.5,12.2
2025-10-27 21:00:00,0.342,0.418,9.3,12.1
2025-10-27 22:00:00,0.342,0.418,9,11.9
2025-10-27 23:00:00,0.342,0.418,8.9,11.7
2025-10-28 00:00:00,0.341,0.418,9.8,11.9
2025-10-28 01:00:00,0.34,0.417,11.5,12.5
2025-10-28 02:00:00,0.338,0.417,13.3,13.1
2025-10-28 03:00:00,0.337,,14.5,
2025-10-28 04:00:00,0.336,,15.8,
2025-10-28 05:00:00,0.335,,16.7,
2025-10-28 06:00:00,0.334,,17.2,
2025-10-28 07:00:00,0.334,,17.1,
2025-10-28 08:00:00,0.334,,16.4,
2025-10-28 09:00:00,0.334,,15.1,
2025-10-28 10:00:00,0.335,,13.9,
2025-10-28 11:00:00,0.335,,12.8,
2025-10-28 12:00:00,0.335,,11.8,
2025-10-28 13:00:00,0.336,,11,
2025-10-28 14:00:00,0.336,,10.2,
2025-10-28 15:00:00,0.336,,9.6,
2025-10-28 16:00:00,0.337,,9,
2025-10-28 17:00:00,0.337,,8.5,
2025-10-28 18:00:00,0.337,,8.1,
2025-10-28 19:00:00,0.338,,7.6,
2025-10-28 20:00:00,0.338,,7.2,
2025-10-28 21:00:00,0.338,,6.9,
2025-10-28 22:00:00,0.339,,6.6,
2025-10-28 23:00:00,0.339,,6.5,
2025-10-29 00:00:00,0.338,,7.5,
2025-10-29 01:00:00,0.336,,9.3,
2025-10-29 02:00:00,0.335,,11.6,
2025-10-29 03:00:00,0.333,,13.7,
2025-10-29 04:00:00,0.332,,15.5,
2025-10-29 05:00:00,0.331,,16.9,
2025-10-29 06:00:00,0.33,,17.6,
2025-10-29 07:00:00,0.329,,17.8,
2025-10-29 08:00:00,0.329,,17.2,
2025-10-29 09:00:00,0.33,,16,
2025-10-29 10:00:00,0.33,,14.8,
2025-10-29 11:00:00,0.331,,13.6,
2025-10-29 12:00:00,0.331,,12.6,
2025-10-29 13:00:00,0.331,,11.7,
2025-10-29 14:00:00,0.332,,11,
2025-10-29 15:00:00,0.332,,10.3,
2025-10-29 16:00:00,0.333,,9.7,
2025-10-29 17:00:00,0.333,,9.2,
2025-10-29 18:00:00,0.334,,8.7,
2025-10-29 19:00:00,0.334,,8.3,
2025-10-29 20:00:00,0.334,,7.9,
2025-10-29 21:00:00,0.334,,7.5,
2025-10-29 22:00:00,0.335,,7.2,
2025-10-29 23:00:00,0.335,,7.2,
2025-10-30 00:00:00,0.334,,8.2,
2025-10-30 01:00:00,0.333,,10.1,
2025-10-30 02:00:00,0.331,,12.1,
2025-10-30 03:00:00,0.33,,13.7,
2025-10-30 04:00:00,0.329,,14.9,
2025-10-30 05:00:00,0.328,,15.7,
2025-10-30 06:00:00,0.328,,16.1,
2025-10-30 07:00:00,0.327,,16.1,
2025-10-30 08:00:00,0.327,,15.8,
2025-10-30 09:00:00,0.328,,15.2,
2025-10-30 10:00:00,0.328,,14.4,
2025-10-30 11:00:00,0.328,,13.7,
2025-10-30 12:00:00,0.329,,13.1,
2025-10-30 13:00:00,0.329,,12.6,
2025-10-30 14:00:00,0.329,,12.2,
2025-10-30 15:00:00,0.33,,11.8,
2025-10-30 16:00:00,0.33,,11.3,
2025-10-30 17:00:00,0.33,,10.8,
2025-10-30 18:00:00,0.331,,10.3,
2025-10-30 19:00:00,0.331,,10,
2025-10-30 20:00:00,0.331,,9.5,
2025-10-30 21:00:00,0.332,,9.1,
2025-10-30 22:00:00,0.332,,8.7,
2025-10-30 23:00:00,0.332,,8.5,
2025-10-31 00:00:00,0.332,,9.4,
2025-10-31 01:00:00,0.33,,11.2,
2025-10-31 02:00:00,0.328,,13.4,
2025-10-31 03:00:00,0.327,,15.5,
2025-10-31 04:00:00,0.326,,17.3,
2025-10-31 05:00:00,0.325,,18.4,
2025-10-31 06:00:00,0.324,,18.7,
2025-10-31 07:00:00,0.324,,18.5,
2025-10-31 08:00:00,0.324,,17.6,
2025-10-31 09:00:00,0.324,,16.5,
2025-10-31 10:00:00,0.325,,15.5,
2025-10-31 11:00:00,0.325,,14.9,
2025-10-31 12:00:00,0.325,,14.5,
2025-10-31 13:00:00,0.325,,14.2,
2025-10-31 14:00:00,0.325,,13.9,
2025-10-31 15:00:00,0.325,,13.7,
2025-10-31 16:00:00,0.326,,13.6,
2025-10-31 17:00:00,0.326,,13.3,
2025-10-31 18:00:00,0.332,,13.3,
2025-10-31 19:00:00,0.343,,13.2,
2025-10-31 20:00:00,0.339,,12.9,
2025-10-31 21:00:00,0.338,,12.4,
2025-10-31 22:00:00,0.337,,11.9,
2025-10-31 23:00:00,0.337,,11.6,
2025-11-01 00:00:00,0.336,,12.3,
2025-11-01 01:00:00,0.335,,13.7,
2025-11-01 02:00:00,0.334,,15.1,
2025-11-01 03:00:00,0.333,,16.4,
2025-11-01 04:00:00,0.333,,17.2,
2025-11-01 05:00:00,0.332,,17.5,
2025-11-01 06:00:00,0.332,,17.5,
2025-11-01 07:00:00,0.332,,17.1,
2025-11-01 08:00:00,0.333,,16.4,
2025-11-01 09:00:00,0.333,,15.7,
2025-11-01 10:00:00,0.333,,14.9,
2025-11-01 11:00:00,0.334,,14.2,
2025-11-01 12:00:00,0.334,,13.5,
2025-11-01 13:00:00,0.334,,12.8,
2025-11-01 14:00:00,0.334,,12.2,
2025-11-01 15:00:00,0.335,,11.6,
2025-11-01 16:00:00,0.335,,11.1,
2025-11-01 17:00:00,0.335,,10.7,
2025-11-01 18:00:00,0.335,,10.3,
2025-11-01 19:00:00,0.335,,10.3,
2025-11-01 20:00:00,0.335,,10.6,
2025-11-01 21:00:00,0.335,,10.6,
2025-11-01 22:00:00,0.335,,10.4,
2025-11-01 23:00:00,0.335,,10.3,
2025-11-02 00:00:00,0.335,,11,
2025-11-02 01:00:00,0.334,,12.7,
2025-11-02 02:00:00,0.333,,14.2,
2025-11-02 03:00:00,0.332,,15.3,
2025-11-02 04:00:00,0.331,,15.8,
2025-11-02 05:00:00,0.331,,16.3,
2025-11-02 06:00:00,0.331,,16.5,
2025-11-02 07:00:00,0.331,,15.8,
2025-11-02 08:00:00,0.331,,15,
2025-11-02 09:00:00,0.331,,13.9,
2025-11-02 10:00:00,0.332,,13,
2025-11-02 11:00:00,0.332,,12.4,
2025-11-02 12:00:00,0.332,,11.8,
2025-11-02 13:00:00,0.332,,11.4,
2025-11-02 14:00:00,0.332,,11,
2025-11-02 15:00:00,0.332,,10.6,
2025-11-02 16:00:00,0.332,,10.4,
2025-11-02 17:00:00,0.332,,9.9,
2025-11-02 18:00:00,0.333,,9.3,
2025-11-02 19:00:00,0.333,,8.8,
2025-11-02 20:00:00,0.333,,8.2,
2025-11-02 21:00:00,0.334,,7.7,
2025-11-02 22:00:00,0.334,,7.1,
2025-11-02 23:00:00,0.334,,6.8,
2025-11-03 00:00:00,0.334,,7.5,
2025-11-03 01:00:00,0.332,,9.1,
2025-11-03 02:00:00,0.33,,11.1,
2025-11-03 03:00:00,0.329,,13.1,
2025-11-03 04:00:00,0.327,,14.9,
2025-11-03 05:00:00,0.326,,16.2,
2025-11-03 06:00:00,0.326,,16.9,
2025-11-03 07:00:00,0.325,,16.6,
2025-11-03 08:00:00,0.326,,15.6,
2025-11-03 09:00:00,0.326,,14.2,
2025-11-03 10:00:00,0.326,,13.1,
2025-11-03 11:00:00,0.327,,12.1,
2025-11-03 12:00:00,0.328,,11.3,
2025-11-03 13:00:00,0.328,,10.5,
2025-11-03 14:00:00,0.328,,10.1,
2025-11-03 15:00:00,0.328,,9.9,
2025-11-03 16:00:00,0.328,,9.8,
2025-11-03 17:00:00,0.328,,9.6,
2025-11-03 18:00:00,0.328,,9.4,
2025-11-03 19:00:00,0.329,,9.2,
2025-11-03 20:00:00,0.329,,9,
2025-11-03 21:00:00,0.329,,8.9,
2025-11-03 22:00:00,0.329,,8.7,
2025-11-03 23:00:00,0.329,,8.8,
2025-11-04 00:00:00,0.329,,9.4,
2025-11-04 01:00:00,0.328,,10.8,
2025-11-04 02:00:00,0.327,,12.6,
2025-11-04 03:00:00,0.325,,14.7,
2025-11-04 04:00:00,0.324,,16.4,
2025-11-04 05:00:00,0.323,,17.5,
2025-11-04 06:00:00,0.322,,18,
2025-11-04 07:00:00,0.322,0.402,18.1,16.1
2025-11-04 08:00:00,0.322,0.402,17.3,15.8
2025-11-04 09:00:00,0.322,0.402,16.1,15.2
2025-11-04 10:00:00,0.323,0.402,15,14.6
2025-11-04 11:00:00,0.323,0.403,14,13.9
2025-11-04 12:00:00,0.324,0.403,13.1,13.4
2025-11-04 13:00:00,0.324,0.403,12.3,12.9
2025-11-04 14:00:00,0.324,0.403,11.7,12.5
2025-11-04 15:00:00,0.325,0.403,11.1,12.1
2025-11-04 16:00:00,0.325,0.403,10.5,11.8
2025-11-04 17:00:00,0.325,0.404,10,11.5
2025-11-04 18:00:00,0.326,0.404,9.5,11.2
2025-11-04 19:00:00,0.326,0.404,9.1,10.9
2025-11-04 20:00:00,0.327,0.404,8.7,10.7
2025-11-04 21:00:00,0.327,0.404,8.4,10.4
2025-11-04 22:00:00,0.327,0.404,8,10.2
2025-11-04 23:00:00,0.327,0.404,7.9,10.1
2025-11-05 00:00:00,0.327,0.404,8.8,10.3
2025-11-05 01:00:00,0.325,0.404,10.6,11.1
2025-11-05 02:00:00,0.324,0.403,12.8,12.3
2025-11-05 03:00:00,0.322,0.402,15,13.7
2025-11-05 04:00:00,0.321,0.4,17,15
2025-11-05 05:00:00,0.319,0.399,18.5,16
2025-11-05 06:00:00,0.319,0.398,19.3,16.5
2025-11-05 07:00:00,0.318,0.397,19.3,16.6
2025-11-05 08:00:00,0.318,0.397,18.4,16.2
2025-11-05 09:00:00,0.319,0.397,17.1,15.6
2025-11-05 10:00:00,0.319,0.398,15.9,14.8
2025-11-05 11:00:00,0.32,0.398,14.7,14.2
2025-11-05 12:00:00,0.32,0.399,13.7,13.6
2025-11-05 13:00:00,0.321,0.399,12.8,13.1
2025-11-05 14:00:00,0.321,0.399,12.1,12.6
2025-11-05 15:00:00,0.322,0.4,11.5,12.2
2025-11-05 16:00:00,0.322,0.4,10.9,11.9
2025-11-05 17:00:00,0.322,0.4,10.3,11.6
2025-11-05 18:00:00,0.323,0.4,9.8,11.2
2025-11-05 19:00:00,0.323,0.401,9.3,11
2025-11-05 20:00:00,0.324,0.401,8.8,10.7
2025-11-05 21:00:00,0.324,0.401,8.4,10.4
2025-11-05 22:00:00,0.324,0.401,8,10.1
2025-11-05 23:00:00,0.324,0.401,7.9,10
2025-11-06 00:00:00,0.324,0.401,8.6,10.2
2025-11-06 01:00:00,0.323,0.401,10.2,10.9
2025-11-06 02:00:00,0.321,0.4,12.3,12.1
2025-11-06 03:00:00,0.32,0.399,14.5,13.5
2025-11-06 04:00:00,0.318,0.397,16.4,14.7
2025-11-06 05:00:00,0.317,0.396,17.7,15.6
2025-11-06 06:00:00,0.316,0.395,18.5,16
2025-11-06 07:00:00,0.316,0.395,18.6,16.2
2025-11-06 08:00:00,0.316,0.394,17.9,15.9
2025-11-06 09:00:00,0.316,0.395,16.7,15.4
2025-11-06 10:00:00,0.317,0.395,15.6,14.8
2025-11-06 11:00:00,0.318,0.395,14.7,14.3
2025-11-06 12:00:00,0.318,0.396,14,13.9
2025-11-06 13:00:00,0.318,0.396,13.4,13.6
2025-11-06 14:00:00,0.318,0.396,12.9,13.3
2025-11-06 15:00:00,0.318,0.397,12.4,13
2025-11-06 16:00:00,0.319,0.397,11.9,12.6
2025-11-06 17:00:00,0.319,0.397,11.4,12.4
2025-11-06 18:00:00,0.319,0.397,11,12.1
2025-11-06 19:00:00,0.32,0.397,10.5,11.8
2025-11-06 20:00:00,0.32,0.398,10,11.5
2025-11-06 21:00:00,0.321,0.398,9.5,11.2
2025-11-06 22:00:00,0.321,0.398,9.1,10.9
2025-11-06 23:00:00,0.321,0.398,9,10.8
2025-11-07 00:00:00,0.321,0.398,9.8,11
2025-11-07 01:00:00,0.32,0.397,11.4,11.7
